ID,Component,Component Describe,Epic,Epic Describe,Story,Story Description,SP,Priority,Sprint,Release,Status,Start Date,End Date,Attach Link
US-036,Nhập kho,"Tiếp nhận order từ SAP, điều phối task nhập, cập nhật tồn kho, lập chứng từ & trình ký",Luồng nhập mua mới,Quy trình xử lý từ khi SAP đồng bộ order về AIWS đến khi kho hoàn thành task nhập và đồng bộ trạng thái về SAP.,[Task Nhập] Tìm kiếm nhanh [Web/Mobile],Tìm kiếm nhanh task nhập kho theo mã task hoặc mã order trên Web và Mobile.,2,High,sprint 1,V1.0.0,developing,01/08/2026,15/08/2026,
US-037,Nhập kho,"Tiếp nhận order từ SAP, điều phối task nhập, cập nhật tồn kho, lập chứng từ & trình ký",Luồng nhập mua mới,Quy trình xử lý từ khi SAP đồng bộ order về AIWS đến khi kho hoàn thành task nhập và đồng bộ trạng thái về SAP.,[Task Nhập] Tìm kiếm nâng cao [Web/Mobile],"Tìm kiếm task nhập kho theo người phụ trách, trạng thái, bước quy trình trên Web và Mobile.",2,Medium,sprint 1,V1.0.0,developing,01/08/2026,15/08/2026,
US-039-A,Nhập kho,"Tiếp nhận order từ SAP, điều phối task nhập, cập nhật tồn kho, lập chứng từ & trình ký",Luồng nhập mua mới,Quy trình xử lý từ khi SAP đồng bộ order về AIWS đến khi kho hoàn thành task nhập và đồng bộ trạng thái về SAP.,Thiết lập luật giao việc tự động [Web/Mobile],"Cấu hình quy tắc giao việc nhập kho dựa trên kỹ năng, ca trực và tải công việc của nhân viên.",2,Medium,sprint 1,V1.0.0,developing,01/08/2026,15/08/2026,
US-039-B,Nhập kho,"Tiếp nhận order từ SAP, điều phối task nhập, cập nhật tồn kho, lập chứng từ & trình ký",Luồng nhập mua mới,Quy trình xử lý từ khi SAP đồng bộ order về AIWS đến khi kho hoàn thành task nhập và đồng bộ trạng thái về SAP.,Duyệt & gán việc tự động [Web/Mobile],Thực hiện duyệt lịch giao việc và tự động gán Task nhập kho cho nhân viên phù hợp.,3,Medium,sprint 1,V1.0.0,developing,01/08/2026,15/08/2026,
US-050,Nhập kho,"Tiếp nhận order từ SAP, điều phối task nhập, cập nhật tồn kho, lập chứng từ & trình ký",Luồng nhập mua mới,Quy trình xử lý từ khi SAP đồng bộ order về AIWS đến khi kho hoàn thành task nhập và đồng bộ trạng thái về SAP.,Phân công lại người phụ trách task [Web/Mobile],Người quản lý kho phân công lại task con hoặc đổi người phụ trách lệnh nhập kho trên Web và Mobile.,3,Medium,sprint 1,V1.0.0,developing,01/08/2026,15/08/2026,
US-067,Nhập kho,"Tiếp nhận order từ SAP, điều phối task nhập, cập nhật tồn kho, lập chứng từ & trình ký",Luồng nhập mua mới,Quy trình xử lý từ khi SAP đồng bộ order về AIWS đến khi kho hoàn thành task nhập và đồng bộ trạng thái về SAP.,Nút nhận việc tại màn chi tiết Task [Web/Mobile],"Bấm ""Nhận việc"" (Claim Task) trực tiếp trên màn chi tiết Task ở Web và Mobile để bắt đầu công việc.",3,High,sprint 2,V1.0.0,committed,16/08/2026,30/08/2026,
US-077,Nhập kho,"Tiếp nhận order từ SAP, điều phối task nhập, cập nhật tồn kho, lập chứng từ & trình ký",Luồng nhập mua mới,Quy trình xử lý từ khi SAP đồng bộ order về AIWS đến khi kho hoàn thành task nhập và đồng bộ trạng thái về SAP.,Danh sách Task nhập kho cá nhân [Web/Mobile],Xem danh sách các task nhập kho được giao cho riêng mình trên Web và Mobile để tiện theo dõi.,2,High,—,V1.0.0,planned,—,—,
US-040,Nhập kho,"Tiếp nhận order từ SAP, điều phối task nhập, cập nhật tồn kho, lập chứng từ & trình ký",Thực thi Nhập kho,Các bước tác nghiệp thực tế tại hiện trường kho,Kiểm hàng & Ký BBBG nhập [Web/Mobile],Thực hiện kiểm đếm thực tế số lượng hàng nhập và ký biên bản bàn giao với nhà vận chuyển trên Web/Mobile.,3,High,sprint 1,V1.0.0,developing,01/08/2026,15/08/2026,
US-041,Nhập kho,"Tiếp nhận order từ SAP, điều phối task nhập, cập nhật tồn kho, lập chứng từ & trình ký",Thực thi Nhập kho,Các bước tác nghiệp thực tế tại hiện trường kho,Dỡ hàng tại bến [Web/Mobile],Ghi nhận hoàn thành task dỡ hàng từ phương tiện vận chuyển xuống khu vực tập kết trên Web/Mobile.,3,High,sprint 1,V1.0.0,developing,01/08/2026,15/08/2026,
US-042,Nhập kho,"Tiếp nhận order từ SAP, điều phối task nhập, cập nhật tồn kho, lập chứng từ & trình ký",Thực thi Nhập kho,Các bước tác nghiệp thực tế tại hiện trường kho,Đưa vào khu chờ nhập [Web/Mobile],Ghi nhận chuyển hàng vào khu vực chờ nhập (Staging In Area) trên Web/Mobile.,3,High,sprint 1,V1.0.0,developing,01/08/2026,15/08/2026,
US-078,Nhập kho,"Tiếp nhận order từ SAP, điều phối task nhập, cập nhật tồn kho, lập chứng từ & trình ký",Thực thi Nhập kho,Các bước tác nghiệp thực tế tại hiện trường kho,Cập nhật kết quả KCS [Web/Mobile],Cập nhật kết quả kiểm tra chất lượng KCS (Đạt / Không đạt / Chờ xử lý) cho lô hàng nhập trên Web/Mobile.,3,High,—,V1.0.0,planned,—,—,
US-045,Nhập kho,"Tiếp nhận order từ SAP, điều phối task nhập, cập nhật tồn kho, lập chứng từ & trình ký",Thực thi Nhập kho,Các bước tác nghiệp thực tế tại hiện trường kho,Đưa hàng ra khu đóng gói [Web/Mobile],Ghi nhận di chuyển hàng từ khu chờ nhập ra khu vực đóng gói và dán tem trên Web/Mobile.,3,High,sprint 1,V1.0.0,developing,01/08/2026,15/08/2026,
US-046,Nhập kho,"Tiếp nhận order từ SAP, điều phối task nhập, cập nhật tồn kho, lập chứng từ & trình ký",Thực thi Nhập kho,Các bước tác nghiệp thực tế tại hiện trường kho,Đóng gói hàng & In tem RFID/Barcode [Web/Mobile],Thực hiện đóng gói lại và in dán tem nhãn Barcode/RFID cho công cụ lưu trữ/thùng hàng trên Web/Mobile.,3,High,sprint 1,V1.0.0,developing,01/08/2026,15/08/2026,
US-043,Nhập kho,"Tiếp nhận order từ SAP, điều phối task nhập, cập nhật tồn kho, lập chứng từ & trình ký",Thực thi Nhập kho,Các bước tác nghiệp thực tế tại hiện trường kho,Thực nhập kho [Web/Mobile],Ghi nhận số lượng thực nhập và cập nhật tăng tồn kho thực tế trên hệ thống Web/Mobile.,3,High,sprint 1,V1.0.0,developing,01/08/2026,15/08/2026,
US-047,Nhập kho,"Tiếp nhận order từ SAP, điều phối task nhập, cập nhật tồn kho, lập chứng từ & trình ký",Thực thi Nhập kho,Các bước tác nghiệp thực tế tại hiện trường kho,Đưa vào lưu trữ / Putaway [Web/Mobile],"Thực hiện cất hàng vào ô kệ theo đề xuất trí thông minh AI/Rule của hệ thống, quét Barcode/RFID xác nhận trên Web/Mobile.",3,High,sprint 1,V1.0.0,developing,01/08/2026,15/08/2026,
US-059-A,Nhập kho,"Tiếp nhận order từ SAP, điều phối task nhập, cập nhật tồn kho, lập chứng từ & trình ký",Thực thi Nhập kho,Các bước tác nghiệp thực tế tại hiện trường kho,Chụp & nén ảnh minh chứng task [Web/Mobile],Chụp ảnh thực tế và tự động nén kích thước ảnh trước khi tải lên hệ thống trên Web/Mobile.,2,High,sprint 2,V1.0.0,committed,16/08/2026,30/08/2026,
US-059-B,Nhập kho,"Tiếp nhận order từ SAP, điều phối task nhập, cập nhật tồn kho, lập chứng từ & trình ký",Thực thi Nhập kho,Các bước tác nghiệp thực tế tại hiện trường kho,Đính kèm & lưu trữ ảnh minh chứng [Web/Mobile],Gán và lưu trữ ảnh minh chứng hoàn thành vào chi tiết hồ sơ Task nhập kho tương ứng.,2,High,sprint 2,V1.0.0,committed,16/08/2026,30/08/2026,
US-060-A,Nhập kho,Quản lý chứng từ & phiếu nhập kho dưới dạng PDF và trình ký VOffice,Quản lý Tài liệu Nhập kho,"Tạo, lưu trữ và trình ký các chứng từ nhập kho",Render template PDF Phiếu Nhập Kho [Web/Mobile],Thiết kế & tổng hợp dữ liệu chi tiết order nhập để render ra file PDF Phiếu Nhập Kho chuẩn.,3,High,sprint 2,V1.0.0,committed,16/08/2026,30/08/2026,
US-060-B,Nhập kho,Quản lý chứng từ & phiếu nhập kho dưới dạng PDF và trình ký VOffice,Quản lý Tài liệu Nhập kho,"Tạo, lưu trữ và trình ký các chứng từ nhập kho",Preview & In Phiếu Nhập Kho [Web/Mobile],Xem trước (Preview) và kết nối máy in để in Phiếu Nhập Kho trực tiếp từ Web và Mobile.,2,High,sprint 2,V1.0.0,committed,16/08/2026,30/08/2026,
US-062-A,Nhập kho,Quản lý chứng từ & phiếu nhập kho dưới dạng PDF và trình ký VOffice,Quản lý Tài liệu Nhập kho,"Tạo, lưu trữ và trình ký các chứng từ nhập kho",Render PDF Biên Bản Bàn Giao Nhập [Web/Mobile],Tổng hợp dữ liệu số lượng kiểm đếm thực tế để tạo file PDF Biên bản bàn giao nhập kho.,3,High,sprint 2,V1.0.0,committed,16/08/2026,30/08/2026,
US-062-B,Nhập kho,Quản lý chứng từ & phiếu nhập kho dưới dạng PDF và trình ký VOffice,Quản lý Tài liệu Nhập kho,"Tạo, lưu trữ và trình ký các chứng từ nhập kho",Ký số & Lưu trữ PDF BBBG Nhập [Web/Mobile],Ký điện tử giao nhận trên màn hình Web/Mobile và lưu trữ tệp PDF BBBG Nhập vào kho tài liệu.,2,High,sprint 2,V1.0.0,committed,16/08/2026,30/08/2026,
US-044-A,Nhập kho,Quản lý chứng từ & phiếu nhập kho dưới dạng PDF và trình ký VOffice,Quản lý Tài liệu Nhập kho,"Tạo, lưu trữ và trình ký các chứng từ nhập kho",Tạo hồ sơ trình ký VOffice [Web/Mobile],Đóng gói tệp PDF phiếu nhập và gán danh sách người ký VOffice tương ứng.,2,High,sprint 1,V1.0.0,developing,01/08/2026,15/08/2026,
US-044-B,Nhập kho,Quản lý chứng từ & phiếu nhập kho dưới dạng PDF và trình ký VOffice,Quản lý Tài liệu Nhập kho,"Tạo, lưu trữ và trình ký các chứng từ nhập kho",Gửi trình ký & Nhận phản hồi VOffice [Web/Mobile],Kết nối API gửi trình ký VOffice và tự động cập nhật trạng thái phê duyệt về hệ thống WMS.,3,High,sprint 1,V1.0.0,developing,01/08/2026,15/08/2026,
US-065-A,Nhập kho,Quản lý chứng từ & phiếu nhập kho dưới dạng PDF và trình ký VOffice,Quản lý Tài liệu Nhập kho,"Tạo, lưu trữ và trình ký các chứng từ nhập kho",Gom hồ sơ trình ký hàng loạt [Web/Mobile],Chọn danh sách nhiều phiếu nhập kho cùng lúc và kiểm tra tính hợp lệ trước khi trình ký VOffice.,2,High,sprint 2,V1.0.0,committed,16/08/2026,30/08/2026,
US-065-B,Nhập kho,Quản lý chứng từ & phiếu nhập kho dưới dạng PDF và trình ký VOffice,Quản lý Tài liệu Nhập kho,"Tạo, lưu trữ và trình ký các chứng từ nhập kho",Gửi trình ký hàng loạt VOffice [Web/Mobile],Thực thi gửi trình ký tập trung hàng loạt tệp phiếu nhập sang VOffice và đồng bộ kết quả.,3,High,sprint 2,V1.0.0,committed,16/08/2026,30/08/2026,
US-079,Nhập kho,Quản lý chứng từ & phiếu nhập kho dưới dạng PDF và trình ký VOffice,Quản lý Tài liệu Nhập kho,"Tạo, lưu trữ và trình ký các chứng từ nhập kho",Tra cứu & Lưu trữ chứng từ nhập [Web/Mobile],Lưu trữ và tra cứu lại danh sách chứng từ PDF phiếu nhập kho/BBBG đã phát hành trên Web và Mobile.,3,Medium,—,V1.0.0,planned,—,—,
US-080,Xuất kho,"Đồng bộ lệnh xuất từ SAP, điều phối picking, đóng gói, bàn giao & ký VOffice",Quản lý Lệnh Xuất kho,"Quản lý các loại lệnh xuất kho (Xuất bán, điều chuyển, cấp phát, trả NCC)",Xem danh sách lệnh xuất kho [Web/Mobile],"Với vai trò là **Thủ kho/Quản lý kho**, tôi muốn xem danh sách các lệnh xuất kho trên Web và Mobile và lọc theo trạng thái/loại xuất.",2,High,—,V1.0.0,planned,—,—,
US-081,Xuất kho,"Đồng bộ lệnh xuất từ SAP, điều phối picking, đóng gói, bàn giao & ký VOffice",Quản lý Lệnh Xuất kho,"Quản lý các loại lệnh xuất kho (Xuất bán, điều chuyển, cấp phát, trả NCC)",Xem chi tiết lệnh xuất kho [Web/Mobile],"Xem chi tiết lệnh xuất trên Web và Mobile với đầy đủ thông tin hàng hóa, chứng từ, task, đóng gói, vận chuyển, lịch sử.",3,High,—,V1.0.0,planned,—,—,
US-082,Xuất kho,"Đồng bộ lệnh xuất từ SAP, điều phối picking, đóng gói, bàn giao & ký VOffice",Quản lý Lệnh Xuất kho,"Quản lý các loại lệnh xuất kho (Xuất bán, điều chuyển, cấp phát, trả NCC)",Tìm kiếm & Lọc nâng cao lệnh xuất [Web/Mobile],"Tìm kiếm lệnh xuất kho theo bộ lọc nâng cao (kho xuất, ngày tạo, đối tác, loại hàng) trên Web và Mobile.",2,Medium,—,V1.0.0,planned,—,—,
US-083,Xuất kho,"Đồng bộ lệnh xuất từ SAP, điều phối picking, đóng gói, bàn giao & ký VOffice",Quản lý Lệnh Xuất kho,"Quản lý các loại lệnh xuất kho (Xuất bán, điều chuyển, cấp phát, trả NCC)",Export Excel danh sách lệnh xuất [Web],Export danh sách lệnh xuất kho ra file Excel theo bộ điều kiện tìm kiếm.,2,Low,—,V1.0.0,planned,—,—,
US-084,Xuất kho,"Đồng bộ lệnh xuất từ SAP, điều phối picking, đóng gói, bàn giao & ký VOffice",Quản lý Lệnh Xuất kho,"Quản lý các loại lệnh xuất kho (Xuất bán, điều chuyển, cấp phát, trả NCC)",Xác nhận & Duyệt lệnh xuất [Web/Mobile],Duyệt và tiếp nhận lệnh xuất kho trên Web và Mobile để chuyển sang bước tạo task lấy hàng.,3,High,—,V1.0.0,planned,—,—,
US-085-A,Xuất kho,"Đồng bộ lệnh xuất từ SAP, điều phối picking, đóng gói, bàn giao & ký VOffice",Quản lý Lệnh Xuất kho,"Quản lý các loại lệnh xuất kho (Xuất bán, điều chuyển, cấp phát, trả NCC)",Validate dữ liệu lệnh xuất từ SAP [System],Xử lý API tiếp nhận & kiểm tra tính hợp lệ dữ liệu payload lệnh xuất kho từ SAP/vERP.,2,High,—,V1.0.0,planned,—,—,
US-085-B,Xuất kho,"Đồng bộ lệnh xuất từ SAP, điều phối picking, đóng gói, bàn giao & ký VOffice",Quản lý Lệnh Xuất kho,"Quản lý các loại lệnh xuất kho (Xuất bán, điều chuyển, cấp phát, trả NCC)",Tạo Order Xuất & Sinh Task từ SAP [System],Khởi tạo đơn Order Xuất kho chính thức và tự động tạo các Task tác nghiệp tương ứng.,3,High,—,V1.0.0,planned,—,—,
US-086,Xuất kho,"Đồng bộ lệnh xuất từ SAP, điều phối picking, đóng gói, bàn giao & ký VOffice",Quản lý Lệnh Xuất kho,"Quản lý các loại lệnh xuất kho (Xuất bán, điều chuyển, cấp phát, trả NCC)",Tra cứu danh sách lệnh xuất cá nhân [Web/Mobile],"Với vai trò là **Thủ kho/Nhân viên kho**, tôi muốn xem danh sách lệnh xuất kho trên Web và Mobile để tiện theo dõi ngoài kho.",2,Medium,—,V1.0.0,planned,—,—,
US-088-A,Xuất kho,"Đồng bộ lệnh xuất từ SAP, điều phối picking, đóng gói, bàn giao & ký VOffice",Quản lý Lấy hàng (Picking),Điều phối sinh task lấy hàng trực tiếp từ đơn xuất,Áp dụng chiến lược gợi ý ô kệ nguồn [System],Phân tích tồn kho và áp dụng chiến lược FIFO / FEFO / vị trí kệ gần nhất để chỉ định ô kệ lấy hàng.,3,High,—,V1.0.0,planned,—,—,
US-088-B,Xuất kho,"Đồng bộ lệnh xuất từ SAP, điều phối picking, đóng gói, bàn giao & ký VOffice",Quản lý Lấy hàng (Picking),Điều phối sinh task lấy hàng trực tiếp từ đơn xuất,Khởi tạo Task Picking theo đơn xuất [System],Tự động phân tách và khởi tạo danh sách Task Picking lấy hàng chi tiết theo vị trí ô kệ cho nhân viên.,2,High,—,V1.0.0,planned,—,—,
US-089-A,Xuất kho,"Đồng bộ lệnh xuất từ SAP, điều phối picking, đóng gói, bàn giao & ký VOffice",Quản lý Lấy hàng (Picking),Điều phối sinh task lấy hàng trực tiếp từ đơn xuất,Hiển thị lộ trình lấy hàng Picking [Web/Mobile],Màn hình hiển thị danh sách hàng cần lấy và gợi ý lộ trình di chuyển tối ưu trong kho trên Web/Mobile.,2,High,—,V1.0.0,planned,—,—,
US-089-B,Xuất kho,"Đồng bộ lệnh xuất từ SAP, điều phối picking, đóng gói, bàn giao & ký VOffice",Quản lý Lấy hàng (Picking),Điều phối sinh task lấy hàng trực tiếp từ đơn xuất,Quét xác nhận lấy hàng RFID/Barcode [Web/Mobile],Quét mã RFID hoặc Barcode sản phẩm/thùng chứa để xác nhận lấy đúng SKU và số lượng cần xuất trên Web/Mobile.,3,High,—,V1.0.0,planned,—,—,
US-090,Xuất kho,"Đồng bộ lệnh xuất từ SAP, điều phối picking, đóng gói, bàn giao & ký VOffice",Quản lý Lấy hàng (Picking),Điều phối sinh task lấy hàng trực tiếp từ đơn xuất,Xác nhận lấy hàng thành công [Web/Mobile],Xác nhận đã lấy đủ số lượng sản phẩm từ ô kệ nguồn và tự động cập nhật trừ tồn tại vị trí đó trên Web và Mobile.,3,High,—,V1.0.0,planned,—,—,
US-091,Xuất kho,"Đồng bộ lệnh xuất từ SAP, điều phối picking, đóng gói, bàn giao & ký VOffice",Thực thi Xuất kho,"Đóng gói, tập kết khu chờ xuất và bàn giao vận chuyển",Tập kết hàng tại khu chờ xuất [Web/Mobile],Ghi nhận chuyển hàng đã lấy về khu vực tập kết chờ xuất (Staging Out Area) trên Web và Mobile.,3,High,—,V1.0.0,planned,—,—,
US-092,Xuất kho,"Đồng bộ lệnh xuất từ SAP, điều phối picking, đóng gói, bàn giao & ký VOffice",Thực thi Xuất kho,"Đóng gói, tập kết khu chờ xuất và bàn giao vận chuyển",Đóng gói & dán nhãn Shipping Label [Web/Mobile],"Kiểm đếm lại hàng hóa, đóng thùng carton/pallet và in dán nhãn giao hàng Shipping Label trên Web/Mobile.",3,High,—,V1.0.0,planned,—,—,
US-093,Xuất kho,"Đồng bộ lệnh xuất từ SAP, điều phối picking, đóng gói, bàn giao & ký VOffice",Thực thi Xuất kho,"Đóng gói, tập kết khu chờ xuất và bàn giao vận chuyển",Ký BBBG xuất kho [Web/Mobile],Bàn giao hàng hóa cho đối tác/nhà xe và ký xác nhận Biên bản bàn giao xuất kho trên Web/Mobile.,3,High,—,V1.0.0,planned,—,—,
US-094,Xuất kho,"Đồng bộ lệnh xuất từ SAP, điều phối picking, đóng gói, bàn giao & ký VOffice",Thực thi Xuất kho,"Đóng gói, tập kết khu chờ xuất và bàn giao vận chuyển",Thực xuất kho [Web/Mobile],Ghi nhận thực xuất kho hoàn tất và cập nhật trừ số lượng tồn kho tổng thể trên Web và Mobile.,3,High,—,V1.0.0,planned,—,—,
US-095,Xuất kho,"Đồng bộ lệnh xuất từ SAP, điều phối picking, đóng gói, bàn giao & ký VOffice",Thực thi Xuất kho,"Đóng gói, tập kết khu chờ xuất và bàn giao vận chuyển",Chụp ảnh minh chứng xuất kho [Web/Mobile],Chụp ảnh thực tế kiện hàng và xe vận chuyển làm minh chứng hoàn thành task xuất kho trên Web/Mobile.,3,High,—,V1.0.0,planned,—,—,
US-096-A,Xuất kho,"Đồng bộ lệnh xuất từ SAP, điều phối picking, đóng gói, bàn giao & ký VOffice",Thực thi Xuất kho,"Đóng gói, tập kết khu chờ xuất và bàn giao vận chuyển",Tổng hợp dữ liệu thực xuất kho [System],Tổng hợp số lượng thực tế đã xuất và tự động cập nhật giảm số lượng tồn kho khả dụng.,2,High,—,V1.0.0,planned,—,—,
US-096-B,Xuất kho,"Đồng bộ lệnh xuất từ SAP, điều phối picking, đóng gói, bàn giao & ký VOffice",Thực thi Xuất kho,"Đóng gói, tập kết khu chờ xuất và bàn giao vận chuyển",Đồng bộ dữ liệu giảm tồn về SAP [System],Gửi API xác nhận hoàn thành thực xuất và đối soát giảm tồn kho ngược về hệ thống SAP/vERP.,3,High,—,V1.0.0,planned,—,—,
US-061-A,Xuất kho,Quản lý chứng từ & phiếu xuất kho dưới dạng PDF và trình ký VOffice,Quản lý Tài liệu Xuất kho,"Tạo, lưu trữ và trình ký các chứng từ xuất kho",Render template PDF Phiếu Xuất Kho [Web/Mobile],Thiết kế & tổng hợp dữ liệu order xuất kho để render ra file tệp PDF Phiếu Xuất Kho.,3,High,sprint 2,V1.0.0,committed,16/08/2026,30/08/2026,
US-061-B,Xuất kho,Quản lý chứng từ & phiếu xuất kho dưới dạng PDF và trình ký VOffice,Quản lý Tài liệu Xuất kho,"Tạo, lưu trữ và trình ký các chứng từ xuất kho",Preview & In Phiếu Xuất Kho [Web/Mobile],Xem trước (Preview) và kết nối máy in để in Phiếu Xuất Kho trên Web và Mobile.,2,High,sprint 2,V1.0.0,committed,16/08/2026,30/08/2026,
US-097,Xuất kho,Quản lý chứng từ & phiếu xuất kho dưới dạng PDF và trình ký VOffice,Quản lý Tài liệu Xuất kho,"Tạo, lưu trữ và trình ký các chứng từ xuất kho",Tạo PDF BBBG Xuất kho [Web/Mobile],Tạo biên bản bàn giao hàng xuất kho có đầy đủ chữ ký các bên để lưu hồ sơ chứng từ trên Web/Mobile.,3,High,—,V1.0.0,planned,—,—,
US-098-A,Xuất kho,Quản lý chứng từ & phiếu xuất kho dưới dạng PDF và trình ký VOffice,Quản lý Tài liệu Xuất kho,"Tạo, lưu trữ và trình ký các chứng từ xuất kho",Tạo hồ sơ trình ký VOffice đơn xuất [Web/Mobile],Đóng gói tệp PDF phiếu xuất kho và cấu hình luồng danh sách người ký duyệt VOffice.,2,High,—,V1.0.0,planned,—,—,
US-098-B,Xuất kho,Quản lý chứng từ & phiếu xuất kho dưới dạng PDF và trình ký VOffice,Quản lý Tài liệu Xuất kho,"Tạo, lưu trữ và trình ký các chứng từ xuất kho",Gửi trình ký & Nhận phản hồi VOffice xuất [Web/Mobile],Gửi luồng trình ký đơn phiếu xuất sang VOffice và cập nhật trạng thái phê duyệt tự động.,3,High,—,V1.0.0,planned,—,—,
US-099-A,Xuất kho,Quản lý chứng từ & phiếu xuất kho dưới dạng PDF và trình ký VOffice,Quản lý Tài liệu Xuất kho,"Tạo, lưu trữ và trình ký các chứng từ xuất kho",Gom hồ sơ trình ký hàng loạt phiếu xuất [Web/Mobile],Chọn danh sách nhiều phiếu xuất kho và tổng hợp hồ sơ trình ký tập trung.,2,High,—,V1.0.0,planned,—,—,
US-099-B,Xuất kho,Quản lý chứng từ & phiếu xuất kho dưới dạng PDF và trình ký VOffice,Quản lý Tài liệu Xuất kho,"Tạo, lưu trữ và trình ký các chứng từ xuất kho",Gửi trình ký hàng loạt xuất sang VOffice [Web/Mobile],Thực thi gửi trình ký hàng loạt các phiếu xuất kho sang VOffice và nhận kết quả phản hồi.,3,High,—,V1.0.0,planned,—,—,
US-100,Xuất kho,Quản lý chứng từ & phiếu xuất kho dưới dạng PDF và trình ký VOffice,Quản lý Tài liệu Xuất kho,"Tạo, lưu trữ và trình ký các chứng từ xuất kho",Tra cứu & Lưu trữ chứng từ xuất [Web/Mobile],Lưu trữ và tra cứu danh sách các chứng từ PDF phiếu xuất kho/BBBG đã trình ký trên Web và Mobile.,3,Medium,—,V1.0.0,planned,—,—,
US-101,Vận chuyển,"Lập kế hoạch chuyến xe, gán phương tiện/tài xế, quản lý ra vào cổng kho và giao nhận POD",Kế hoạch Vận chuyển,Lập chuyến xe và điều phối phương tiện giao nhận,Lập kế hoạch chuyến xe [Web/Mobile],"Tạo chuyến xe vận chuyển (Shipment Trip), gom các lệnh nhập/xuất kho vào chuyến trên Web và Mobile.",3,High,—,V1.0.0,planned,—,—,
US-102,Vận chuyển,"Lập kế hoạch chuyến xe, gán phương tiện/tài xế, quản lý ra vào cổng kho và giao nhận POD",Kế hoạch Vận chuyển,Lập chuyến xe và điều phối phương tiện giao nhận,Gán phương tiện & tài xế [Web/Mobile],"Phân công xe tải, tài xế phụ trách cho chuyến xe trên Web và Mobile.",3,High,—,V1.0.0,planned,—,—,
US-103-A,Vận chuyển,"Lập kế hoạch chuyến xe, gán phương tiện/tài xế, quản lý ra vào cổng kho và giao nhận POD",Kế hoạch Vận chuyển,Lập chuyến xe và điều phối phương tiện giao nhận,Tính toán tổng tải trọng chuyến xe [System],Hệ thống tự động tính toán tổng khối lượng và thể tích của tất cả kiện hàng thuộc chuyến xe.,2,Medium,—,V1.0.0,planned,—,—,
US-103-B,Vận chuyển,"Lập kế hoạch chuyến xe, gán phương tiện/tài xế, quản lý ra vào cổng kho và giao nhận POD",Kế hoạch Vận chuyển,Lập chuyến xe và điều phối phương tiện giao nhận,Đề xuất sơ đồ xếp hàng lên xe [System],Đề xuất sơ đồ xếp hàng hóa tối ưu lên không gian thùng xe tải để đảm bảo an toàn vận tải.,3,Medium,—,V1.0.0,planned,—,—,
US-104,Vận chuyển,"Lập kế hoạch chuyến xe, gán phương tiện/tài xế, quản lý ra vào cổng kho và giao nhận POD",Quản lý Cổng kho,Kiểm soát xe vào/ra cổng và lịch hẹn đỗ bến,Đăng ký lịch hẹn xe lọt dock [Web/Mobile],Đăng ký mốc giờ xe dự kiến đến kho (Dock Appointment) trên Web và Mobile.,3,Medium,—,V1.0.0,planned,—,—,
US-105,Vận chuyển,"Lập kế hoạch chuyến xe, gán phương tiện/tài xế, quản lý ra vào cổng kho và giao nhận POD",Quản lý Cổng kho,Kiểm soát xe vào/ra cổng và lịch hẹn đỗ bến,Kiểm soát xe vào/ra cổng [Web/Mobile],Bảo vệ quét mã QR/RFID biển số xe trên Mobile hoặc Web để ghi nhận mốc thời gian Cổng vào / Cổng ra thực tế.,3,High,—,V1.0.0,planned,—,—,
US-106,Vận chuyển,"Lập kế hoạch chuyến xe, gán phương tiện/tài xế, quản lý ra vào cổng kho và giao nhận POD",Quản lý Cổng kho,Kiểm soát xe vào/ra cổng và lịch hẹn đỗ bến,Giám sát thời gian chờ xe tại cổng [Web/Mobile],Cảnh báo các xe đỗ chờ quá thời gian tiêu chuẩn (Dock Turnaround Time) trên Web và Mobile.,3,Medium,—,V1.0.0,planned,—,—,
US-107,Vận chuyển,"Lập kế hoạch chuyến xe, gán phương tiện/tài xế, quản lý ra vào cổng kho và giao nhận POD",Giám sát Lộ trình & POD,Theo dõi hành trình chuyến xe và xác nhận giao hàng POD,Theo dõi tiến độ chuyến xe [Web/Mobile],Cập nhật và theo dõi trạng thái chuyến xe (Đang lấy hàng -> Đang vận chuyển -> Đã giao) trên Web và Mobile.,3,High,—,V1.0.0,planned,—,—,
US-108-A,Vận chuyển,"Lập kế hoạch chuyến xe, gán phương tiện/tài xế, quản lý ra vào cổng kho và giao nhận POD",Giám sát Lộ trình & POD,Theo dõi hành trình chuyến xe và xác nhận giao hàng POD,Chụp ảnh minh chứng giao hàng POD [Web/Mobile],Tài xế chụp ảnh minh chứng thực tế kiện hàng đã bàn giao thành công tại điểm đích trên Web/Mobile.,2,High,—,V1.0.0,planned,—,—,
US-108-B,Vận chuyển,"Lập kế hoạch chuyến xe, gán phương tiện/tài xế, quản lý ra vào cổng kho và giao nhận POD",Giám sát Lộ trình & POD,Theo dõi hành trình chuyến xe và xác nhận giao hàng POD,Thu thập chữ ký điện tử POD [Web/Mobile],Thu thập chữ ký điện tử người nhận trên màn hình Web/Mobile và hoàn tất xác nhận chứng từ giao hàng POD.,3,High,—,V1.0.0,planned,—,—,
